TIMESTAMP,PID,NAME,MEM_MB,PWR_W,GPU_TIME_MS,GPU_PACKET_COUNT
NOW,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.4,0.00,0
NOW,28920,"Unknown",17592186044415,3.4,1.03,471
NOW,3612,"D:\Guardian_Gpu\build\Release\CudaWorkload.exe",17592186044415,3.4,3.98,898
NOW,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",17592186044415,3.1,0.00,0
NOW,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.1,0.00,0
NOW,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.1,0.00,0
NOW,28920,"Unknown",17592186044415,3.1,0.73,240
NOW,3612,"D:\Guardian_Gpu\build\Release\CudaWorkload.exe",17592186044415,3.1,5.67,948
NOW,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",17592186044415,3.2,0.00,0
NOW,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.2,0.00,0
NOW,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.2,0.00,0
NOW,28920,"Unknown",17592186044415,3.2,1.06,343
NOW,3612,"D:\Guardian_Gpu\build\Release\CudaWorkload.exe",17592186044415,3.2,5.31,1088
NOW,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",17592186044415,3.2,0.00,0
NOW,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.2,0.00,0
NOW,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.2,0.00,0
NOW,28920,"Unknown",17592186044415,3.2,2.11,696
NOW,3612,"D:\Guardian_Gpu\build\Release\CudaWorkload.exe",17592186044415,3.2,3.22,939
NOW,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",17592186044415,3.3,0.00,0
NOW,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.3,0.00,0
NOW,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.3,0.00,0
NOW,28920,"Unknown",17592186044415,3.3,0.77,212
NOW,3612,"D:\Guardian_Gpu\build\Release\CudaWorkload.exe",17592186044415,3.3,4.88,773
NOW,14940,"C:\Users\semse\OneDrive\Documents\WSA\WSA_2407.40000.4.0_x64\WsaClient\WsaClient.exe",17592186044415,3.3,0.00,0
NOW,24960,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.3,0.00,0
NOW,34036,"C:\Program Files\BraveSoftware\Brave-Browser\Application\brave.exe",17592186044415,3.3,0.00,0
NOW,28920,"Unknown",17592186044415,3.3,0.80,244
NOW,3612,"D:\Guardian_Gpu\build\Release\CudaWorkload.exe",17592186044415,3.3,3.90,901
